id,name,nameDisplay,abv,ibu,styleId,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,availableId,available.id,available.name,available.description,year,style.ogMax,locationId,location.id,location.name,location.streetAddress,location.locality,location.postalCode,location.website,location.isPrimary,location.inPlanning,location.isClosed,location.openToPublic,location.locationType,location.locationTypeDisplay,location.countryIsoCode,location.status,location.statusDisplay,location.createDate,location.updateDate,location.country.isoCode,location.country.name,location.country.displayName,location.country.isoThree,location.country.numberCode,location.country.createDate,location.extendedAddress,location.region,location.phone,location.yearOpened
oThAOG,Enjoy By 02.14.17 Chocolate & Coffee IPA,Enjoy By 02.14.17 Chocolate & Coffee IPA,9.4,,30,N,verified,Verified,2016-11-09 21:13:14,2016-11-09 21:14:19,https://brewerydb-images.s3.amazonaws.com/beer/oThAOG/upload_RytoQF-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/oThAOG/upload_RytoQF-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/oThAOG/upload_RytoQF-large.png,https://brewerydb-images.s3.amazonaws.com/beer/oThAOG/upload_RytoQF-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/oThAOG/upload_RytoQF-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/oThAOG/upload_RytoQF-contentAwareLarge.png,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aVHBFq,Enjoy By 04.20.17,Enjoy By 04.20.17,9.4,90,31,N,verified,Verified,2017-03-20 22:13:46,2017-03-20 22:13:46,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y4Tfrc,Enjoy by 04.20.19,Enjoy by 04.20.19,9.4,90,31,N,verified,Verified,2019-03-25 15:27:50,2019-03-26 15:32:24,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAoSSx,Enjoy By 05.29.17 IPA,Enjoy By 05.29.17 IPA,9.4,90,31,N,verified,Verified,2017-05-04 14:07:59,2017-05-04 14:07:59,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osds87,Enjoy By 07.04.15 IPA,Enjoy By 07.04.15 IPA,9.4,8.8,30,N,verified,Verified,2015-06-08 18:50:03,2015-12-18 03:12:51,https://brewerydb-images.s3.amazonaws.com/beer/Osds87/upload_VSOJCx-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Osds87/upload_VSOJCx-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Osds87/upload_VSOJCx-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Osds87/upload_VSOJCx-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Osds87/upload_VSOJCx-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Osds87/upload_VSOJCx-contentAwareLarge.png,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kneGCE,Enjoy By 07.04.16,Enjoy By 07.04.16,9.4,,31,N,verified,Verified,2016-05-04 14:44:36,2016-06-23 17:57:38,https://brewerydb-images.s3.amazonaws.com/beer/kneGCE/upload_VNESLk-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/kneGCE/upload_VNESLk-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/kneGCE/upload_VNESLk-large.png,https://brewerydb-images.s3.amazonaws.com/beer/kneGCE/upload_VNESLk-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/kneGCE/upload_VNESLk-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/kneGCE/upload_VNESLk-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cJruw2,Enjoy By 07.04.17 Unfiltered IPA,Enjoy By 07.04.17 Unfiltered IPA,9.4,90,31,N,verified,Verified,2017-06-08 14:09:38,2017-06-08 14:10:09,https://brewerydb-images.s3.amazonaws.com/beer/cJruw2/upload_BPrn0k-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/cJruw2/upload_BPrn0k-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/cJruw2/upload_BPrn0k-large.png,https://brewerydb-images.s3.amazonaws.com/beer/cJruw2/upload_BPrn0k-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/cJruw2/upload_BPrn0k-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/cJruw2/upload_BPrn0k-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zEADXA,Enjoy By 07.04.19 Unfiltered IPA,Enjoy By 07.04.19 Unfiltered IPA,9.4,90,31,N,verified,Verified,2019-06-06 20:18:45,2019-06-06 20:19:10,https://brewerydb-images.s3.amazonaws.com/beer/zEADXA/upload_ReDvTa-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/zEADXA/upload_ReDvTa-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/zEADXA/upload_ReDvTa-large.png,https://brewerydb-images.s3.amazonaws.com/beer/zEADXA/upload_ReDvTa-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/zEADXA/upload_ReDvTa-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/zEADXA/upload_ReDvTa-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N7N4Lf,Enjoy By 07.25.16 Tangerine IPA,Enjoy By 07.25.16 Tangerine IPA,,,30,N,verified,Verified,2016-05-04 14:45:30,2016-07-08 13:50:10,https://brewerydb-images.s3.amazonaws.com/beer/N7N4Lf/upload_aWJC7U-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/N7N4Lf/upload_aWJC7U-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/N7N4Lf/upload_aWJC7U-large.png,https://brewerydb-images.s3.amazonaws.com/beer/N7N4Lf/upload_aWJC7U-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/N7N4Lf/upload_aWJC7U-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/N7N4Lf/upload_aWJC7U-contentAwareLarge.png,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qkuEOu,Enjoy By 09.04.17 Unfiltered IPA,Enjoy By 09.04.17 Unfiltered IPA,9.4,90,31,N,verified,Verified,2017-08-10 05:00:12,2017-08-30 19:29:14,https://brewerydb-images.s3.amazonaws.com/beer/qkuEOu/upload_3vSSBz-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/qkuEOu/upload_3vSSBz-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/qkuEOu/upload_3vSSBz-large.png,https://brewerydb-images.s3.amazonaws.com/beer/qkuEOu/upload_3vSSBz-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/qkuEOu/upload_3vSSBz-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/qkuEOu/upload_3vSSBz-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697dE8,Enjoy By 09.05.16 Unfiltered IPA,Enjoy By 09.05.16 Unfiltered IPA,9.4,,31,N,verified,Verified,2016-07-22 13:52:09,2016-07-23 10:00:12,https://brewerydb-images.s3.amazonaws.com/beer/697dE8/upload_2CNuY9-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/697dE8/upload_2CNuY9-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/697dE8/upload_2CNuY9-large.png,https://brewerydb-images.s3.amazonaws.com/beer/697dE8/upload_2CNuY9-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/697dE8/upload_2CNuY9-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/697dE8/upload_2CNuY9-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s2MsoR,Enjoy By 10.31.15,Enjoy By 10.31.15,9.4,88,30,N,verified,Verified,2015-10-09 22:46:46,2015-12-18 05:50:33,https://brewerydb-images.s3.amazonaws.com/beer/s2MsoR/upload_JKGuXR-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/s2MsoR/upload_JKGuXR-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/s2MsoR/upload_JKGuXR-large.png,https://brewerydb-images.s3.amazonaws.com/beer/s2MsoR/upload_JKGuXR-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/s2MsoR/upload_JKGuXR-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/s2MsoR/upload_JKGuXR-contentAwareLarge.png,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7bWwWv,Enjoy By 10.31.16 Tangerine IPA,Enjoy By 10.31.16 Tangerine IPA,9.4,90,31,N,verified,Verified,2016-09-27 18:09:17,2016-10-25 18:10:46,https://brewerydb-images.s3.amazonaws.com/beer/7bWwWv/upload_esJq8m-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/7bWwWv/upload_esJq8m-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/7bWwWv/upload_esJq8m-large.png,https://brewerydb-images.s3.amazonaws.com/beer/7bWwWv/upload_esJq8m-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/7bWwWv/upload_esJq8m-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/7bWwWv/upload_esJq8m-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tIqg1w,Enjoy By 12.25.15 IPA,Enjoy By 12.25.15 IPA,9.4,88,31,N,verified,Verified,2015-12-09 20:19:05,2015-12-21 20:16:11,https://brewerydb-images.s3.amazonaws.com/beer/tIqg1w/upload_blOeSg-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/tIqg1w/upload_blOeSg-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/tIqg1w/upload_blOeSg-large.png,https://brewerydb-images.s3.amazonaws.com/beer/tIqg1w/upload_blOeSg-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/tIqg1w/upload_blOeSg-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/tIqg1w/upload_blOeSg-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ytDBZS,Enjoy By 12.25.16 Unfiltered IPA,Enjoy By 12.25.16 Unfiltered IPA,9.4,90,31,N,verified,Verified,2016-11-30 21:22:57,2016-12-01 05:00:54,https://brewerydb-images.s3.amazonaws.com/beer/ytDBZS/upload_tGQplb-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/ytDBZS/upload_tGQplb-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/ytDBZS/upload_tGQplb-large.png,https://brewerydb-images.s3.amazonaws.com/beer/ytDBZS/upload_tGQplb-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/ytDBZS/upload_tGQplb-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/ytDBZS/upload_tGQplb-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WH62uV,Enjoy By 12.25.17 Unfiltered IPA,Enjoy By 12.25.17 Unfiltered IPA,9.4,90,31,N,verified,Verified,2017-12-01 14:18:20,2017-12-01 14:21:41,https://brewerydb-images.s3.amazonaws.com/beer/WH62uV/upload_vVA1fz-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/WH62uV/upload_vVA1fz-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/WH62uV/upload_vVA1fz-large.png,https://brewerydb-images.s3.amazonaws.com/beer/WH62uV/upload_vVA1fz-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/WH62uV/upload_vVA1fz-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/WH62uV/upload_vVA1fz-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74NZZe,Enjoy by 4.20.16,Enjoy by 4.20.16,9.4,90,30,N,verified,Verified,2016-03-14 23:38:15,2016-04-04 18:51:02,https://brewerydb-images.s3.amazonaws.com/beer/74NZZe/upload_K6sFkw-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/74NZZe/upload_K6sFkw-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/74NZZe/upload_K6sFkw-large.png,https://brewerydb-images.s3.amazonaws.com/beer/74NZZe/upload_K6sFkw-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/74NZZe/upload_K6sFkw-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/74NZZe/upload_K6sFkw-contentAwareLarge.png,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
